Client_Num,Card_Category,Annual_Fees,Week_Start_Date,Qtr,Total_Trans_Amt,Use Chip,Exp Type,Interest_Earned
711878733,Blue,420,5/3/2023,Q1,1685,Swipe ,Entertainment,219.05
711879633,Blue,125,5/3/2023,Q1,4480,Chip ,Bills,1254.4
711881733,Blue,200,5/3/2023,Q1,4548,Chip ,Bills,1046.04
711883833,Blue,100,5/3/2023,Q1,4752,Chip ,Entertainment,950.4
711885258,Blue,280,5/3/2023,Q1,2078,Swipe ,Entertainment,187.02
711886383,Blue,300,5/3/2023,Q1,2426,Swipe ,Entertainment,460.94
711887583,Blue,445,5/3/2023,Q1,836,Online ,Bills,183.92
711890808,Blue,200,5/3/2023,Q1,4267,Swipe ,Fuel,1066.75
711891933,Blue,295,5/3/2023,Q1,3369,Swipe ,Grocery,370.59
711893358,Blue,330,5/3/2023,Q1,4087,Chip ,Entertainment,940.01
711900033,Blue,250,5/3/2023,Q1,5242,Swipe ,Grocery,733.88
711902058,Blue,245,5/3/2023,Q1,2492,Swipe ,Entertainment,523.32
711904008,Blue,250,5/3/2023,Q1,2203,Online ,Food,594.81
711906033,Blue,150,5/3/2023,Q1,3546,Swipe ,Fuel,815.58
711907083,Blue,420,5/3/2023,Q1,2950,Online ,Bills,708
711909933,Blue,415,5/3/2023,Q1,4815,Swipe ,Bills,337.05
711913833,Blue,200,5/3/2023,Q1,1865,Swipe ,Bills,167.85
711916533,Blue,100,5/3/2023,Q1,4734,Chip ,Fuel,994.14
711918033,Blue,300,5/3/2023,Q1,2050,Chip ,Grocery,328
711919608,Blue,125,5/3/2023,Q1,2702,Swipe ,Fuel,324.24
711922158,Blue,335,5/3/2023,Q1,5109,Swipe ,Grocery,306.54
711925608,Blue,250,5/3/2023,Q1,3886,Chip ,Grocery,738.34
711927108,Blue,110,5/3/2023,Q1,1196,Swipe ,Bills,107.64
711929058,Blue,245,5/3/2023,Q1,2157,Swipe ,Fuel,323.55
711934308,Blue,125,5/3/2023,Q1,3342,Swipe ,Food,434.46
711935283,Blue,320,5/3/2023,Q1,1427,Online ,Entertainment,356.75
711937158,Blue,95,5/3/2023,Q1,4837,Chip ,Fuel,870.66
711939558,Blue,385,5/3/2023,Q1,2596,Chip ,Entertainment,752.84
711942783,Blue,460,5/3/2023,Q1,4048,Online ,Grocery,809.6
711944733,Blue,195,5/3/2023,Q1,5401,Swipe ,Entertainment,540.1
711947358,Blue,485,5/3/2023,Q1,7716,Swipe ,Bills,1003.08
711948333,Blue,250,5/3/2023,Q1,1190,Swipe ,Bills,249.9
711949683,Blue,490,5/3/2023,Q1,1883,Online ,Bills,320.11
711953358,Blue,460,5/3/2023,Q1,4605,Swipe ,Food,552.6
711954558,Blue,100,5/3/2023,Q1,1333,Swipe ,Fuel,213.28
711957708,Blue,245,5/3/2023,Q1,2064,Swipe ,Entertainment,144.48
711963183,Blue,335,5/3/2023,Q1,7588,Swipe ,Grocery,607.04
711964533,Blue,175,5/3/2023,Q1,4155,Swipe ,Fuel,498.6
711967158,Blue,200,5/3/2023,Q1,4359,Chip ,Travel,348.72
711968358,Blue,245,5/3/2023,Q1,4153,Swipe ,Food,872.13
711970533,Blue,200,12/3/2023,Q1,4365,Chip ,Bills,436.5
711977508,Blue,190,12/3/2023,Q1,2141,Chip ,Bills,428.2
711978858,Blue,330,12/3/2023,Q1,4422,Swipe ,Entertainment,265.32
711982383,Blue,390,12/3/2023,Q1,4694,Online ,Grocery,281.64
711984633,Blue,150,12/3/2023,Q1,4373,Swipe ,Food,262.38
711985833,Blue,250,12/3/2023,Q1,1190,Swipe ,Bills,285.6
711989358,Blue,465,12/3/2023,Q1,3811,Swipe ,Entertainment,342.99
711990933,Blue,385,12/3/2023,Q1,3292,Swipe ,Bills,823
711992133,Blue,125,12/3/2023,Q1,4801,Swipe ,Bills,1008.21
711993258,Blue,250,12/3/2023,Q1,4240,Chip ,Entertainment,296.8
711994458,Blue,345,12/3/2023,Q1,4234,Swipe ,Grocery,508.08
711999783,Blue,395,12/3/2023,Q1,1406,Swipe ,Bills,224.96
712000758,Silver,465,12/3/2023,Q1,3997,Swipe ,Fuel,959.28
712003083,Blue,475,12/3/2023,Q1,1612,Swipe ,Travel,274.04
712004208,Blue,250,12/3/2023,Q1,1973,Swipe ,Bills,177.57
712005108,Silver,450,12/3/2023,Q1,1376,Swipe ,Grocery,302.72
712006308,Blue,100,12/3/2023,Q1,1236,Swipe ,Bills,333.72
712009083,Blue,200,12/3/2023,Q1,8980,Online ,Food,1347
712010358,Blue,150,12/3/2023,Q1,7567,Swipe ,Food,529.69
712011633,Blue,325,12/3/2023,Q1,3652,Swipe ,Grocery,1059.08
712012758,Blue,325,12/3/2023,Q1,4195,Swipe ,Entertainment,964.85
712013808,Blue,435,12/3/2023,Q1,4196,Swipe ,Grocery,755.28
712014708,Blue,300,12/3/2023,Q1,4518,Chip ,Fuel,496.98
712018233,Blue,200,12/3/2023,Q1,4697,Chip ,Food,1127.28
712019883,Blue,435,12/3/2023,Q1,3337,Swipe ,Grocery,333.7
712021233,Blue,495,12/3/2023,Q1,9356,Swipe ,Grocery,748.48
712022883,Blue,100,12/3/2023,Q1,4555,Chip ,Grocery,865.45
712024908,Blue,125,12/3/2023,Q1,1439,Swipe ,Bills,187.07
712025958,Silver,220,12/3/2023,Q1,14672,Swipe ,Bills,4254.88
712027683,Blue,270,12/3/2023,Q1,1336,Swipe ,Bills,280.56
712029783,Silver,400,12/3/2023,Q1,7836,Swipe ,Food,548.52
712030833,Silver,425,12/3/2023,Q1,691,Swipe ,Travel,89.83
712033833,Blue,490,12/3/2023,Q1,3899,Online ,Fuel,1130.71
712036383,Blue,125,12/3/2023,Q1,9980,Chip ,Travel,1696.6
712037358,Blue,340,12/3/2023,Q1,1509,Swipe ,Entertainment,301.8
712038258,Blue,250,12/3/2023,Q1,2538,Chip ,Grocery,228.42
712040433,Blue,415,12/3/2023,Q1,2097,Swipe ,Fuel,587.16
712043433,Blue,420,12/3/2023,Q1,1213,Swipe ,Fuel,72.78
712044558,Silver,465,12/3/2023,Q1,6408,Swipe ,Food,961.2
712046808,Blue,445,12/3/2023,Q1,2003,Swipe ,Fuel,280.42
712048008,Blue,480,12/3/2023,Q1,4127,Chip ,Food,371.43
712049208,Blue,370,12/3/2023,Q1,1238,Swipe ,Travel,74.28
712050933,Blue,300,12/3/2023,Q1,1533,Online ,Entertainment,337.26
712052058,Blue,250,12/3/2023,Q1,4212,Swipe ,Entertainment,758.16
712053033,Blue,470,12/3/2023,Q1,8444,Swipe ,Entertainment,759.96
712055433,Blue,200,12/3/2023,Q1,14137,Swipe ,Fuel,4099.73
712058133,Blue,380,12/3/2023,Q1,7735,Swipe ,Food,696.15
712058958,Blue,360,12/3/2023,Q1,2744,Online ,Travel,192.08
712060158,Blue,430,12/3/2023,Q1,2483,Swipe ,Bills,670.41
712064358,Blue,300,12/3/2023,Q1,1999,Swipe ,Fuel,499.75
712069008,Blue,150,12/3/2023,Q1,1614,Swipe ,Bills,306.66
712070208,Blue,125,12/3/2023,Q1,4141,Swipe ,Fuel,828.2
712071708,Blue,300,12/3/2023,Q1,1320,Swipe ,Grocery,277.2
712072908,Blue,430,12/3/2023,Q1,1382,Swipe ,Bills,179.66
712075083,Blue,150,12/3/2023,Q1,4830,Swipe ,Grocery,434.7
712076358,Blue,470,12/3/2023,Q1,3535,Swipe ,Grocery,777.7
712080333,Blue,250,12/3/2023,Q1,16252,Chip ,Travel,1950.24
712084383,Blue,485,12/3/2023,Q1,4247,Swipe ,Grocery,1019.28
712085733,Blue,200,12/3/2023,Q1,3491,Online ,Fuel,279.28
712089108,Blue,110,12/3/2023,Q1,4631,Chip ,Bills,833.58
712091433,Silver,175,12/3/2023,Q1,2950,Swipe ,Entertainment,265.5
712092783,Blue,125,12/3/2023,Q1,2027,Swipe ,Entertainment,385.13
712096758,Blue,200,12/3/2023,Q1,4504,Swipe ,Grocery,675.6
712098033,Blue,125,12/3/2023,Q1,4945,Swipe ,Bills,939.55
712102983,Blue,280,12/3/2023,Q1,3832,Chip ,Bills,1111.28
712104333,Blue,415,12/3/2023,Q1,14401,Chip ,Bills,2304.16
712105533,Blue,245,12/3/2023,Q1,2905,Swipe ,Entertainment,726.25
712107783,Blue,225,12/3/2023,Q1,16132,Chip ,Bills,3710.36
712110333,Blue,100,12/3/2023,Q1,2568,Online ,Entertainment,256.8
712111608,Blue,425,12/3/2023,Q1,4919,Swipe ,Grocery,541.09
712112733,Blue,390,12/3/2023,Q1,2518,Swipe ,Bills,503.6
712113558,Blue,330,12/3/2023,Q1,6549,Swipe ,Entertainment,1702.74
712114458,Blue,275,12/3/2023,Q1,3941,Swipe ,Fuel,709.38
712115958,Blue,495,12/3/2023,Q1,3562,Online ,Grocery,748.02
712117983,Blue,200,12/3/2023,Q1,4787,Swipe ,Food,909.53
712120608,Blue,320,12/3/2023,Q1,861,Swipe ,Entertainment,189.42
712121508,Blue,110,12/3/2023,Q1,5200,Swipe ,Fuel,312
712123008,Blue,395,12/3/2023,Q1,14532,Swipe ,Food,1743.84
712125258,Blue,250,12/3/2023,Q1,701,Swipe ,Food,63.09
712128258,Silver,330,12/3/2023,Q1,15872,Chip ,Food,2856.96
712129158,Blue,110,12/3/2023,Q1,7747,Swipe ,Bills,542.29
712130058,Blue,390,12/3/2023,Q1,2415,Swipe ,Fuel,700.35
712132383,Blue,150,12/3/2023,Q1,5056,Swipe ,Food,353.92
712133508,Blue,245,12/3/2023,Q1,4734,Chip ,Bills,378.72
712136058,Blue,285,12/3/2023,Q1,2643,Swipe ,Fuel,237.87
712137033,Blue,300,12/3/2023,Q1,4725,Swipe ,Grocery,1370.25
712138008,Blue,250,12/3/2023,Q1,4569,Swipe ,Fuel,548.28
712138983,Blue,200,12/3/2023,Q1,1744,Swipe ,Bills,296.48
712141683,Blue,475,12/3/2023,Q1,3457,Swipe ,Grocery,864.25
712142733,Blue,245,12/3/2023,Q1,2028,Swipe ,Food,567.84
712144158,Blue,270,12/3/2023,Q1,2164,Swipe ,Grocery,454.44
712146558,Blue,410,12/3/2023,Q1,3230,Swipe ,Fuel,484.5
712149033,Blue,335,12/3/2023,Q1,1834,Swipe ,Bills,513.52
712152408,Gold,395,12/3/2023,Q1,12478,Swipe ,Food,1247.8
712154883,Blue,125,12/3/2023,Q1,4823,Swipe ,Entertainment,1109.29
712157958,Blue,365,12/3/2023,Q1,4883,Swipe ,Grocery,1367.24
712159083,Blue,175,12/3/2023,Q1,901,Swipe ,Bills,117.13
712160058,Blue,465,12/3/2023,Q1,2146,Swipe ,Fuel,257.52
712161858,Blue,455,12/3/2023,Q1,2244,Online ,Entertainment,605.88
712163433,Blue,295,12/3/2023,Q1,2164,Swipe ,Food,346.24
712164333,Blue,300,12/3/2023,Q1,1758,Swipe ,Food,369.18
712165308,Blue,195,12/3/2023,Q1,4255,Online ,Grocery,723.35
712166583,Blue,470,12/3/2023,Q1,3490,Swipe ,Bills,767.8
712168833,Blue,475,12/3/2023,Q1,1426,Swipe ,Bills,185.38
712169883,Blue,125,12/3/2023,Q1,4190,Swipe ,Travel,1131.3
712171158,Blue,470,12/3/2023,Q1,4986,Swipe ,Bills,1146.78
712173108,Blue,385,12/3/2023,Q1,4228,Chip ,Food,591.92
712176708,Blue,325,12/3/2023,Q1,4609,Swipe ,Grocery,1060.07
712177908,Blue,425,12/3/2023,Q1,4310,Online ,Bills,948.2
712178883,Blue,455,12/3/2023,Q1,3592,Chip ,Entertainment,359.2
712180308,Blue,150,12/3/2023,Q1,14755,Swipe ,Bills,1475.5
712181658,Blue,485,12/3/2023,Q1,4983,Swipe ,Bills,1245.75
712184133,Blue,250,12/3/2023,Q1,5089,Swipe ,Food,763.35
712187808,Blue,415,12/3/2023,Q1,1826,Swipe ,Entertainment,456.5
712189233,Blue,270,12/3/2023,Q1,3095,Swipe ,Entertainment,278.55
712190358,Blue,295,12/3/2023,Q1,5199,Swipe ,Grocery,1247.76
712191783,Gold,430,12/3/2023,Q1,7788,Swipe ,Bills,1635.48
712195383,Blue,445,12/3/2023,Q1,14932,Swipe ,Food,2837.08
712196508,Blue,125,12/3/2023,Q1,1015,Swipe ,Entertainment,81.2
712198983,Blue,335,12/3/2023,Q1,3169,Swipe ,Fuel,633.8
712200033,Blue,450,12/3/2023,Q1,4983,Swipe ,Bills,1395.24
712202433,Blue,445,12/3/2023,Q1,3687,Swipe ,Grocery,737.4
712203333,Blue,295,12/3/2023,Q1,4691,Swipe ,Food,750.56
712204308,Blue,420,12/3/2023,Q1,2878,Swipe ,Fuel,777.06
712206033,Blue,285,12/3/2023,Q1,16089,Swipe ,Food,4665.81
712206858,Blue,340,12/3/2023,Q1,3094,Swipe ,Grocery,464.1
712207683,Blue,300,12/3/2023,Q1,1555,Swipe ,Bills,342.1
712208658,Blue,415,12/3/2023,Q1,8126,Swipe ,Grocery,2194.02
712210458,Gold,150,12/3/2023,Q1,16628,Chip ,Travel,4323.28
712214283,Blue,245,12/3/2023,Q1,4827,Swipe ,Bills,1303.29
712215258,Silver,100,12/3/2023,Q1,1298,Swipe ,Bills,90.86
712216533,Blue,245,12/3/2023,Q1,1715,Swipe ,Fuel,222.95
712219083,Blue,175,12/3/2023,Q1,7892,Swipe ,Food,947.04
712220283,Blue,420,12/3/2023,Q1,4215,Swipe ,Food,590.1
712221408,Blue,370,12/3/2023,Q1,4767,Swipe ,Bills,1287.09
712222758,Blue,245,12/3/2023,Q1,2500,Swipe ,Food,325
712225008,Blue,175,12/3/2023,Q1,3998,Online ,Grocery,959.52
712228458,Blue,340,12/3/2023,Q1,4302,Swipe ,Entertainment,731.34
712229283,Blue,375,12/3/2023,Q1,2306,Chip ,Entertainment,161.42
712230408,Blue,300,12/3/2023,Q1,3700,Chip ,Fuel,666
712231308,Silver,295,12/3/2023,Q1,13849,Chip ,Grocery,4016.21
712233183,Blue,395,12/3/2023,Q1,3244,Swipe ,Fuel,681.24
712234308,Blue,335,12/3/2023,Q1,4767,Chip ,Bills,762.72
712235433,Blue,435,12/3/2023,Q1,2326,Swipe ,Fuel,232.6
712236483,Gold,250,12/3/2023,Q1,4487,Swipe ,Fuel,314.09
712237458,Blue,495,12/3/2023,Q1,3752,Chip ,Food,675.36
712238958,Blue,460,12/3/2023,Q1,15571,Swipe ,Fuel,934.26
712240083,Blue,245,12/3/2023,Q1,858,Swipe ,Entertainment,197.34
712241433,Blue,345,12/3/2023,Q1,4247,Chip ,Bills,254.82
712242633,Blue,200,12/3/2023,Q1,3911,Chip ,Grocery,547.54
712244733,Blue,125,12/3/2023,Q1,4412,Chip ,Food,838.28
712246983,Blue,325,12/3/2023,Q1,15338,Chip ,Travel,2607.46
712253058,Blue,250,12/3/2023,Q1,4189,Swipe ,Entertainment,754.02
712255458,Blue,380,12/3/2023,Q1,2879,Swipe ,Grocery,489.43
712256358,Blue,140,12/3/2023,Q1,13672,Swipe ,Bills,1777.36
712257258,Blue,150,12/3/2023,Q1,1441,Chip ,Travel,216.15
712258308,Blue,485,12/3/2023,Q1,4394,Swipe ,Travel,1098.5
712260633,Blue,360,12/3/2023,Q1,13643,Chip ,Travel,1637.16
712263258,Blue,470,12/3/2023,Q1,3371,Swipe ,Entertainment,202.26
712265508,Blue,340,12/3/2023,Q1,8363,Swipe ,Food,1170.82
712266633,Blue,195,12/3/2023,Q1,8796,Swipe ,Entertainment,1055.52
712267983,Blue,300,12/3/2023,Q1,2477,Chip ,Bills,445.86
712268808,Silver,375,12/3/2023,Q1,8765,Swipe ,Bills,1577.7
712270158,Blue,405,12/3/2023,Q1,1208,Swipe ,Bills,157.04
712271958,Blue,275,12/3/2023,Q1,3672,Chip ,Travel,257.04
712275108,Blue,375,12/3/2023,Q1,1955,Swipe ,Bills,175.95
712278108,Blue,100,12/3/2023,Q1,4821,Swipe ,Grocery,530.31
712279683,Blue,300,12/3/2023,Q1,2740,Swipe ,Bills,301.4
712281183,Blue,175,12/3/2023,Q1,1425,Swipe ,Entertainment,256.5
712283808,Silver,150,12/3/2023,Q1,1964,Swipe ,Entertainment,432.08
712285908,Blue,395,12/3/2023,Q1,5228,Swipe ,Fuel,313.68
712287333,Blue,300,12/3/2023,Q1,4048,Swipe ,Bills,931.04
712288158,Blue,365,12/3/2023,Q1,2864,Swipe ,Travel,658.72
712290258,Blue,445,12/3/2023,Q1,4056,Chip ,Fuel,730.08
712291308,Blue,150,12/3/2023,Q1,1852,Swipe ,Bills,296.32
712292133,Blue,495,12/3/2023,Q1,2107,Chip ,Entertainment,189.63
712294083,Blue,250,12/3/2023,Q1,2367,Swipe ,Fuel,189.36
712294983,Blue,445,12/3/2023,Q1,4496,Chip ,Travel,629.44
712296408,Gold,395,12/3/2023,Q1,15681,Chip ,Travel,2352.15
712297683,Blue,300,12/3/2023,Q1,2196,Swipe ,Grocery,549
712298883,Blue,370,12/3/2023,Q1,2987,Swipe ,Bills,746.75
712299858,Blue,490,12/3/2023,Q1,1365,Swipe ,Bills,150.15
712300683,Blue,435,12/3/2023,Q1,4897,Swipe ,Bills,293.82
712302783,Blue,365,12/3/2023,Q1,4426,Swipe ,Fuel,1283.54
712303908,Blue,250,12/3/2023,Q1,3407,Chip ,Grocery,851.75
712305333,Blue,420,12/3/2023,Q1,4064,Swipe ,Bills,772.16
712307283,Blue,150,12/3/2023,Q1,2239,Swipe ,Bills,358.24
712309758,Blue,300,12/3/2023,Q1,4351,Chip ,Entertainment,348.08
712311258,Blue,300,12/3/2023,Q1,4634,Swipe ,Entertainment,741.44
712312908,Blue,325,12/3/2023,Q1,3890,Swipe ,Fuel,778
712315683,Blue,345,12/3/2023,Q1,973,Swipe ,Bills,136.22
712319058,Blue,95,12/3/2023,Q1,2468,Swipe ,Bills,666.36
712319958,Blue,405,12/3/2023,Q1,3853,Swipe ,Bills,385.3
712322058,Blue,175,12/3/2023,Q1,3432,Swipe ,Bills,274.56
712323183,Blue,300,12/3/2023,Q1,3738,Swipe ,Fuel,598.08
712325433,Blue,300,19-03-2023,Q1,4131,Chip ,Travel,537.03
712326708,Blue,455,19-03-2023,Q1,4437,Swipe ,Fuel,843.03
712327608,Blue,125,19-03-2023,Q1,2321,Swipe ,Grocery,371.36
712329933,Blue,410,19-03-2023,Q1,1998,Online ,Bills,239.76
712332183,Blue,125,19-03-2023,Q1,3934,Chip ,Entertainment,314.72
712335858,Blue,300,19-03-2023,Q1,4867,Swipe ,Entertainment,438.03
712337208,Blue,200,19-03-2023,Q1,13647,Chip ,Travel,3548.22
712338033,Blue,365,19-03-2023,Q1,1687,Swipe ,Grocery,354.27
712340733,Blue,405,19-03-2023,Q1,1792,Swipe ,Bills,430.08
712341933,Gold,200,19-03-2023,Q1,13578,Swipe ,Fuel,3937.62
712342833,Blue,125,19-03-2023,Q1,4042,Chip ,Bills,929.66
712347258,Blue,300,19-03-2023,Q1,4419,Chip ,Food,927.99
712349808,Blue,175,19-03-2023,Q1,4176,Chip ,Food,292.32
712350858,Blue,270,19-03-2023,Q1,1303,Swipe ,Bills,156.36
712351908,Blue,280,19-03-2023,Q1,8029,Swipe ,Bills,1525.51
712361583,Silver,295,19-03-2023,Q1,3756,Chip ,Fuel,563.4
712363158,Blue,150,19-03-2023,Q1,14732,Chip ,Entertainment,1473.2
712364283,Blue,280,19-03-2023,Q1,3960,Swipe ,Bills,1069.2
712365483,Blue,125,19-03-2023,Q1,3690,Chip ,Fuel,627.3
712367658,Blue,225,19-03-2023,Q1,13830,Swipe ,Food,1936.2
712369308,Blue,300,19-03-2023,Q1,1969,Chip ,Grocery,571.01
712370208,Blue,420,19-03-2023,Q1,1371,Swipe ,Bills,109.68
712372158,Blue,375,19-03-2023,Q1,1859,Swipe ,Bills,390.39
712373208,Blue,350,19-03-2023,Q1,647,Swipe ,Bills,129.4
712374708,Blue,245,19-03-2023,Q1,14049,Chip ,Travel,1966.86
712375758,Blue,245,19-03-2023,Q1,1461,Swipe ,Bills,336.03
712378983,Blue,395,19-03-2023,Q1,2599,Swipe ,Food,467.82
712381683,Blue,470,19-03-2023,Q1,8281,Swipe ,Fuel,1904.63
712389108,Blue,150,19-03-2023,Q1,4058,Swipe ,Food,1055.08
712390683,Blue,345,19-03-2023,Q1,15573,Chip ,Grocery,3893.25
712392108,Blue,440,19-03-2023,Q1,1451,Swipe ,Bills,116.08
712394283,Blue,395,19-03-2023,Q1,5109,Online ,Bills,1277.25
712395408,Blue,95,19-03-2023,Q1,2552,Swipe ,Fuel,204.16
712396908,Blue,175,19-03-2023,Q1,1570,Swipe ,Bills,298.3
712399308,Blue,365,19-03-2023,Q1,2143,Swipe ,Food,471.46
712401033,Blue,425,19-03-2023,Q1,2186,Swipe ,Bills,284.18
712403358,Blue,365,19-03-2023,Q1,4307,Chip ,Bills,1249.03
712404483,Blue,245,19-03-2023,Q1,5189,Chip ,Bills,622.68
712405908,Blue,300,19-03-2023,Q1,7772,Swipe ,Food,1088.08
712407033,Silver,415,19-03-2023,Q1,4174,Swipe ,Grocery,500.88
712407783,Blue,390,19-03-2023,Q1,4452,Swipe ,Food,489.72
712410858,Blue,485,19-03-2023,Q1,4143,Swipe ,Food,1077.18
712411908,Blue,435,19-03-2023,Q1,4071,Swipe ,Grocery,1058.46
712412958,Silver,125,19-03-2023,Q1,14615,Swipe ,Bills,3361.45
712414908,Blue,345,19-03-2023,Q1,4992,Chip ,Grocery,998.4
712419708,Blue,270,19-03-2023,Q1,2194,Swipe ,Bills,482.68
712420833,Blue,480,19-03-2023,Q1,1527,Swipe ,Entertainment,381.75
712423233,Blue,355,19-03-2023,Q1,3752,Online ,Grocery,300.16
712425258,Blue,300,19-03-2023,Q1,4260,Chip ,Fuel,639
712428333,Blue,425,19-03-2023,Q1,4041,Chip ,Entertainment,1091.07
712429458,Blue,380,19-03-2023,Q1,4054,Online ,Entertainment,729.72
712431183,Blue,440,19-03-2023,Q1,5282,Swipe ,Food,1109.22
712433508,Blue,285,19-03-2023,Q1,724,Swipe ,Bills,108.6
712434708,Blue,250,19-03-2023,Q1,2682,Chip ,Entertainment,268.2
712437108,Blue,430,19-03-2023,Q1,4889,Swipe ,Grocery,831.13
712438308,Platinum,440,19-03-2023,Q1,16730,Chip ,Bills,4517.1
712440483,Blue,250,19-03-2023,Q1,1164,Swipe ,Entertainment,232.8
712441308,Blue,490,19-03-2023,Q1,9865,Chip ,Entertainment,2663.55
712442508,Blue,195,19-03-2023,Q1,3464,Swipe ,Entertainment,796.72
712443558,Blue,140,19-03-2023,Q1,1994,Swipe ,Grocery,199.4
712444533,Blue,430,19-03-2023,Q1,3880,Chip ,Bills,1047.6
712445583,Blue,300,19-03-2023,Q1,2323,Swipe ,Bills,162.61
712446783,Blue,200,19-03-2023,Q1,2400,Chip ,Food,504
712447758,Blue,200,19-03-2023,Q1,7998,Online ,Food,639.84
712448658,Blue,100,19-03-2023,Q1,2281,Swipe ,Food,593.06
712450008,Blue,370,19-03-2023,Q1,2438,Chip ,Bills,536.36
712452033,Blue,395,19-03-2023,Q1,2225,Swipe ,Fuel,356
712453308,Silver,200,19-03-2023,Q1,7737,Swipe ,Entertainment,2088.99
712454058,Blue,450,19-03-2023,Q1,1099,Swipe ,Bills,164.85
712454958,Blue,300,19-03-2023,Q1,1539,Swipe ,Bills,277.02
712457208,Blue,150,19-03-2023,Q1,8100,Chip ,Travel,648
712459233,Blue,300,19-03-2023,Q1,1960,Swipe ,Bills,450.8
712460433,Blue,475,19-03-2023,Q1,4112,Swipe ,Bills,575.68
712463883,Silver,125,19-03-2023,Q1,3342,Chip ,Fuel,868.92
712464933,Blue,445,19-03-2023,Q1,15203,Swipe ,Fuel,4256.84
712470033,Blue,350,19-03-2023,Q1,2960,Swipe ,Entertainment,799.2
712475733,Blue,250,19-03-2023,Q1,1847,Swipe ,Bills,480.22
712479633,Blue,245,19-03-2023,Q1,2428,Chip ,Grocery,267.08
712481733,Blue,250,19-03-2023,Q1,4078,Online ,Entertainment,978.72
712484733,Blue,175,19-03-2023,Q1,4674,Chip ,Food,841.32
712487883,Blue,350,19-03-2023,Q1,9071,Online ,Food,725.68
712489158,Blue,245,19-03-2023,Q1,2781,Swipe ,Bills,723.06
712490283,Blue,285,19-03-2023,Q1,2091,Swipe ,Bills,439.11
712491108,Blue,460,19-03-2023,Q1,2601,Swipe ,Entertainment,364.14
712493058,Blue,245,19-03-2023,Q1,4524,Swipe ,Bills,904.8
712494108,Silver,460,19-03-2023,Q1,1872,Swipe ,Grocery,486.72
712495233,Blue,335,19-03-2023,Q1,2411,Swipe ,Fuel,409.87
712497783,Blue,455,19-03-2023,Q1,14779,Swipe ,Food,4285.91
712500933,Blue,445,19-03-2023,Q1,2997,Swipe ,Travel,209.79
712503408,Platinum,100,19-03-2023,Q1,17498,Chip ,Travel,2274.74
712505658,Blue,340,19-03-2023,Q1,1766,Swipe ,Grocery,123.62
712506708,Blue,385,19-03-2023,Q1,3178,Swipe ,Bills,730.94
712507758,Blue,295,19-03-2023,Q1,5471,Swipe ,Food,547.1
712509108,Gold,445,19-03-2023,Q1,8356,Chip ,Travel,835.6
712510833,Blue,125,19-03-2023,Q1,4121,Swipe ,Bills,741.78
712513458,Blue,245,19-03-2023,Q1,3150,Swipe ,Bills,693
712514508,Blue,250,19-03-2023,Q1,3073,Swipe ,Food,737.52
712515558,Blue,325,19-03-2023,Q1,2834,Swipe ,Travel,396.76
712516608,Blue,245,19-03-2023,Q1,14822,Chip ,Entertainment,4001.94
712517808,Blue,405,19-03-2023,Q1,14830,Swipe ,Food,4004.1
712521783,Blue,300,19-03-2023,Q1,3713,Swipe ,Bills,816.86
712523283,Blue,295,19-03-2023,Q1,1134,Swipe ,Fuel,249.48
712524858,Blue,245,19-03-2023,Q1,4314,Swipe ,Bills,1251.06
712531008,Blue,430,19-03-2023,Q1,2510,Swipe ,Grocery,200.8
712532058,Blue,455,19-03-2023,Q1,15508,Swipe ,Food,1240.64
712533708,Blue,150,19-03-2023,Q1,4894,Swipe ,Entertainment,831.98
712542258,Blue,100,19-03-2023,Q1,4742,Swipe ,Bills,331.94
712544358,Gold,360,19-03-2023,Q1,15552,Swipe ,Bills,4199.04
712545183,Blue,340,19-03-2023,Q1,3333,Chip ,Grocery,433.29
712546233,Blue,455,19-03-2023,Q1,4065,Swipe ,Entertainment,325.2
712549758,Blue,175,19-03-2023,Q1,3749,Chip ,Grocery,562.35
712551258,Blue,125,19-03-2023,Q1,847,Swipe ,Entertainment,152.46
712552608,Blue,370,19-03-2023,Q1,2658,Swipe ,Fuel,691.08
712554183,Blue,460,19-03-2023,Q1,4070,Chip ,Fuel,407
712555233,Blue,330,19-03-2023,Q1,2023,Chip ,Bills,161.84
712556433,Blue,475,19-03-2023,Q1,15497,Chip ,Fuel,2014.61
712557708,Blue,175,19-03-2023,Q1,2274,Swipe ,Fuel,591.24
712559058,Blue,295,19-03-2023,Q1,4765,Swipe ,Bills,714.75
712560558,Blue,270,19-03-2023,Q1,4660,Swipe ,Bills,559.2
712562433,Blue,380,19-03-2023,Q1,2316,Swipe ,Entertainment,324.24
712563408,Blue,175,19-03-2023,Q1,2296,Swipe ,Entertainment,367.36
712566258,Blue,245,19-03-2023,Q1,4486,Swipe ,Grocery,583.18
712567083,Blue,450,19-03-2023,Q1,4986,Swipe ,Food,299.16
712568358,Blue,295,19-03-2023,Q1,3115,Swipe ,Fuel,373.8
712569408,Blue,485,19-03-2023,Q1,4925,Swipe ,Fuel,1182
712570458,Blue,125,19-03-2023,Q1,7890,Swipe ,Fuel,1183.5
712571883,Silver,325,19-03-2023,Q1,4677,Swipe ,Grocery,654.78
712572858,Blue,150,19-03-2023,Q1,3831,Swipe ,Food,727.89
712574583,Blue,225,19-03-2023,Q1,5192,Chip ,Fuel,674.96
